# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.250       450.37872   0.00042750380       1978.5355
1.250       458.42120   0.00037058741       1808.6519
1.250       466.46368   0.00038174495       1962.8950
1.250       474.50615   0.00036985532       2001.8322
1.250       482.54863   0.00033624006       1914.0046
1.250       490.59111   0.00028423092       1700.2023
1.250       498.63359   0.00034190507       2147.4367
1.250       506.67606   0.00032808329       2161.9495
1.250       514.71854   0.00019282722       1332.1344
1.000     0.062831853       1127.5870     0.014169676
1.000      0.12566371       1799.4907      0.18090454
1.000      0.18849556       693.05911      0.23514942
1.000      0.25132741       518.31811      0.41685616
1.000      0.31415927       353.93245      0.55595579
1.000      0.37699112       261.87444      0.71081524
1.000      0.43982297       200.57817      0.86454510
1.000      0.50265482       162.90882       1.0481524
1.000      0.56548668       132.17301       1.2108217
1.000      0.62831853       117.75562       1.4797608
1.000      0.69115038       105.71814       1.7682247
1.000      0.75398224       89.105033       1.9348880
1.000      0.81681409       81.477396       2.2494537
1.000      0.87964594       72.239277       2.4909635
1.000      0.94247780       66.550925       2.8225246
1.000       1.0053096       61.048734       3.1422915
1.000       1.0681415       55.502043       3.4266172
1.000       1.1309734       50.506954       3.7015068
1.000       1.1938052       49.309204       4.2500952
1.000       1.2566371       45.468274       4.5709695
1.000       1.3194689       44.370642       5.1637293
1.000       1.3823008       40.450588       5.4125603
1.000       1.4451326       37.969353       5.8053254
1.000       1.5079645       36.662544       6.3689257
1.000       1.5707963       34.238427       6.7226994
1.000       1.6336282       33.100025       7.3106876
1.000       1.6964600       31.363023       7.7574515
1.000       1.7592919       30.195231       8.3295649
1.000       1.8221237       28.788611       8.8231683
1.000       1.8849556       27.792504       9.4297744
1.000       1.9477874       27.062903       10.131397
1.000       2.0106193       25.794886       10.621685
1.000       2.0734512       24.227201       10.940947
1.000       2.1362830       23.848968       11.779211
1.000       2.1991149       23.079771       12.434991
1.000       2.2619467       21.831509       12.799739
1.000       2.3247786       21.448860       13.652722
1.000       2.3876104       20.215911       13.939717
1.000       2.4504423       19.860438       14.804458
1.000       2.5132741       18.907838       15.206585
1.000       2.5761060       18.431136       15.962964
1.000       2.6389378       17.370337       16.172083
1.000       2.7017697       16.581370       16.566686
1.000       2.7646015       16.209052       17.351040
1.000       2.8274334       15.651013       17.922139
1.000       2.8902652       15.027825       18.381439
1.000       2.9530971       14.783860       19.288181
1.000       3.0159289       14.160993       19.680099
1.000       3.0787608       13.828355       20.444129
1.000       3.1415927       13.392952       21.037600
1.000       3.2044245       13.042524       21.741127
1.000       3.2672564       12.837678       22.683308
1.000       3.3300882       12.187948       22.801744
1.000       3.3929201       11.890124       23.527594
1.000       3.4557519       11.550177       24.148300
1.000       3.5185838       11.067700       24.424817
1.000       3.5814156       10.932300       25.441690
1.000       3.6442475       10.597474       25.983413
1.000       3.7070793       10.199490       26.323544
1.000       3.7699112       10.035515       27.239761
1.000       3.8327430       9.7093329       27.694196
1.000       3.8955749       9.5072708       28.473496
1.000       3.9584067       9.2424944       29.041611
1.000       4.0212386       9.0130237       29.690690
1.000       4.1469023       8.4024560       30.356236
1.000       4.2725660       8.1284765       32.117797
1.000       4.3982297       7.6695118       33.057629
1.000       4.5238934       7.4401761       34.897199
1.000       4.6495571       6.9735464       35.510658
1.000       4.7752208       6.5329770       36.038090
1.000       4.9008845       6.2136454       37.054430
1.000       5.0265482       6.0063856       38.644975
1.000       5.1522120       5.8077497       40.240124
1.000       5.2778757       5.5235978       41.140520
1.000       5.4035394       5.2857205       42.248317
1.000       5.5292031       5.0320672       43.092760
1.000       5.6548668       4.8470838       44.403574
1.000       5.7805305       4.6217629       45.225253
1.000       5.9061942       4.4986312       46.954131
1.000       6.0318579       4.3161537       47.986654
1.000       6.1575216       4.1844508       49.491038
1.000       6.2831853       4.0069737       50.353116
1.000       6.4088490       3.7982347       50.651484
1.000       6.5345127       3.6705318       51.884648
1.000       6.6601764       3.5604620       53.288539
1.000       6.7858401       3.4033930       53.875738
1.000       6.9115038       3.2706294       54.704022
1.000       7.0371675       3.1159338       55.011331
1.000       7.1628313       3.0831575       57.401089
1.000       7.2884950       2.9488375       57.840851
1.000       7.4141587       2.8880526       59.629476
1.000       7.5398224       2.7742639       60.242277
1.000       7.6654861       2.6819627       61.198684
1.000       7.7911498       2.5968574       62.218998
1.000       7.9168135       2.5029681       62.918275
1.000       8.0424772       2.4091483       63.489705
1.000       8.2938046       2.3062718       66.656446
1.000       8.5451320       2.1021654       66.449769
1.000       8.7964594       2.0206979       69.677951
1.000       9.0477868       1.9209385       72.079340
1.000       9.2991143       1.8159130       73.975865
1.000       9.5504417       1.7023411       75.125472
1.000       9.8017691       1.6423825       78.353421
1.000       10.053096       1.5709796       80.861231
1.000       10.304424       1.4503506       80.392291
1.000       10.555751       1.4147654       84.298943
1.000       10.807079       1.3669652       87.408296
1.000       11.058406       1.2846884       88.012764
1.000       11.309734       1.2226851       89.607011
1.000       11.561061       1.1604177       90.840118
1.000       11.812388       1.1299259       94.348143
1.000       12.063716       1.0876076       96.735480
1.000       12.315043       1.0319621       97.643159
1.000       12.566371      0.99769376       100.29912
1.000       12.817698      0.95339179       101.71190
1.000       13.069025      0.91868305       103.88804
1.000       13.320353      0.87301076       104.52906
1.000       13.571680      0.84368900       106.84483
1.000       13.823008      0.81126661       108.55292
1.000       14.074335      0.78325782       110.62637
1.000       14.325663      0.75512247       112.46873
1.000       14.576990      0.72762806       114.17822
1.000       14.828317      0.69667056       115.07297
1.000       15.079645      0.68787752       119.49637
1.000       15.330972      0.65486996       119.54582
1.000       15.582300      0.63285532       121.30239
1.000       15.833627      0.61761406       124.20202
1.000       16.084954      0.58869561       124.11394
1.000       16.587609      0.56402879       130.41361
1.000       17.090264      0.53240387       134.63494
1.000       17.592919      0.49681727       137.05051
1.000       18.095574      0.46312647       139.02309
1.000       18.598229      0.43635864       142.20949
1.000       19.100883      0.41953317       148.11428
1.000       19.603538      0.39101768       149.23478
1.000       20.106193      0.37663534       155.08896
1.000       20.608848      0.35492420       157.38633
1.000       21.111503      0.34040245       162.26333
1.000       21.614157      0.32288460       165.17051
1.000       22.116812      0.30817681       168.90317
1.000       22.619467      0.29011120       170.09121
1.000       23.122122      0.27973043       175.18343
1.000       23.624777      0.27015224       180.46043
1.000       24.127432      0.25529493       181.65432
1.000       24.630086      0.24503176       185.47716
1.000       25.132741      0.23982863       192.88163
1.000       25.635396      0.22811258       194.68818
1.000       26.138051      0.21613874       195.53409
1.000       26.640706      0.21034614       201.48466
1.000       27.143361      0.19953909       202.15714
1.000       27.646015      0.19461964       208.33132
1.000       28.148670      0.18682164       211.09166
1.000       28.651325      0.18321895       218.31057
1.000       29.153980      0.17578714       220.67387
1.000       29.656635      0.16800007       221.99609
1.000       30.159289      0.16355203       227.29481
1.000       30.661944      0.15868066       231.73591
1.000       31.164599      0.15211368       233.25082
1.000       31.667254      0.14676378       236.11325
1.000       32.169909      0.14399896       242.87292
1.000       33.175218      0.13433522       248.48577
1.000       34.180528      0.12748747       257.91349
1.000       35.185838      0.12292150       271.27002
1.000       36.191147      0.11514602       276.51980
1.000       37.196457      0.10586807       276.01963
1.000       38.201767      0.10197092       288.00296
1.000       39.207076     0.096747345       295.39469
1.000       40.212386     0.092800030       305.70174
1.000       41.217696     0.086397795       306.49546
1.000       42.223005     0.083488917       318.38054
1.000       43.228315     0.079086020       323.64947
1.000       44.233625     0.075640729       331.65271
1.000       45.238934     0.072188020       338.58872
1.000       46.244244     0.070594483       353.68291
1.000       47.249554     0.066750319       356.71119
1.000       48.254863     0.063558294       361.79766
1.000       49.260173     0.061796150       374.21352
1.000       50.265482     0.058561080       376.78092
1.000       51.270792     0.056476278       385.60833
1.000       52.276102     0.055342834       400.53571
1.000       53.281411     0.052669490       403.60500
1.000       54.286721     0.050808983       411.80498
1.000       55.292031     0.048956745       419.24744
1.000       56.297340     0.046726925       422.37781
1.000       57.302650     0.045446570       433.20702
1.000       58.307960     0.044298370       444.87863
1.000       59.313269     0.043031821       454.89962
1.000       60.318579     0.041362072       459.86023
1.000       61.323889     0.039929003       466.49585
1.000       62.329198     0.038933449       477.60379
1.000       63.334508     0.037645596       484.51322
1.000       64.339818     0.036720409       495.46986
1.000       66.350437     0.034940664       517.05027
1.000       68.361056     0.032798657       530.82652
1.000       70.371675     0.029712096       524.56247
1.000       72.382295     0.029377517       564.39400
1.000       74.392914     0.027169216       566.68547
1.000       76.403533     0.026317564       594.64296
1.000       78.414153     0.025138572       614.03656
1.000       80.424772     0.023702437       624.64430
1.000       82.435391     0.023064553       654.57046
1.000       84.446011     0.021770776       664.17355
1.000       86.456630     0.020493866       670.94830
1.000       88.467249     0.019850173       696.27712
1.000       90.477868     0.019032434       714.15367
1.000       92.488488     0.018213038       729.98793
1.000       94.499107     0.017608519       752.79411
1.000       96.509726     0.016737057       762.18887
1.000       98.520346     0.015920483       771.26616
1.000       100.53096     0.015553541       800.56957
1.000       102.54158     0.015125226       826.17531
1.000       104.55220     0.014594373       844.99718
1.000       106.56282     0.013980381       857.05052
1.000       108.57344     0.013596443       881.58943
1.000       110.58406     0.012947618       887.02884
1.000       112.59468     0.012575607       909.39555
1.000       114.60530     0.012071959       920.58123
1.000       116.61592     0.011716781       941.35212
1.000       118.62654     0.011603553       981.31135
1.000       120.63716     0.010889320       968.53272
1.000       122.64778     0.010673449       997.59457
1.000       124.65840     0.010453405       1025.8707
1.000       126.66902     0.010044860       1034.2495
1.000       128.67964    0.0098278929       1060.8650
1.000       132.70087    0.0092381956       1093.6510
1.000       136.72211    0.0084744386       1097.2295
1.000       140.74335    0.0080090728       1131.1916
1.000       144.76459    0.0078631093       1208.5138
1.000       148.78583    0.0071257030       1189.0023
1.000       152.80707    0.0070446638       1273.3883
1.000       156.82831    0.0066822459       1305.7681
1.000       160.84954    0.0062848478       1325.0264
1.000       164.87078    0.0059702626       1355.4852
1.000       168.89202    0.0056504248       1379.0460
1.000       172.91326    0.0053430294       1399.4027
1.000       176.93450    0.0052208591       1465.0410
1.000       180.95574    0.0048404388       1453.0216
1.000       184.97698    0.0047972017       1538.1945
1.000       188.99821    0.0044876237       1534.8283
1.000       193.01945    0.0042497750       1548.2441
1.000       197.04069    0.0041833601       1621.2996
1.000       201.06193    0.0040081007       1650.4350
1.000       205.08317    0.0037402980       1634.4307
1.000       209.10441    0.0036440741       1687.9012
1.000       213.12565    0.0035416187       1736.9175
1.000       217.14688    0.0033327255       1728.7437
1.000       221.16812    0.0033162430       1817.5410
1.000       225.18936    0.0032014275       1852.0706
1.000       229.21060    0.0030066840       1834.2653
1.000       233.23184    0.0028235584       1814.8074
1.000       237.25308    0.0027245957       1843.3504
1.000       241.27432    0.0026625677       1894.5418
1.000       245.29555    0.0025868717       1934.2570
1.000       249.31679    0.0024563482       1928.4784
1.000       253.33803    0.0023643858       1947.5552
1.000       257.35927    0.0023682608       2045.1220
1.000       265.40175    0.0021780617       2062.7745
1.000       273.44422    0.0019350600       2004.3380
1.000       281.48670    0.0018978241       2144.3707
1.000       289.52918    0.0018476532       2271.7876
1.000       297.57166    0.0015976853       2132.7315
1.000       305.61413    0.0016074014       2324.4216
1.000       313.65661    0.0013916909       2175.5866
1.000       321.69909    0.0014060161       2371.4285
1.000       329.74156    0.0013728886       2493.5992
1.000       337.78404    0.0012478948       2436.4956
1.000       345.82652   0.00098796012       2070.0677
1.000       353.86900    0.0010765824       2416.8243
1.000       361.91147    0.0010534300       2529.7815
1.000       369.95395   0.00092974407       2384.9357
1.000       377.99643   0.00091527252       2504.2851
1.000       386.03891   0.00087822094       2559.5716
1.000       394.08138   0.00083644668       2593.3807
1.000       402.12386   0.00071742950       2363.3553
1.000       410.16634   0.00061135760       2137.2022
1.000       418.20881   0.00064531166       2391.2188
1.000       426.25129   0.00060638631       2379.1223
1.000       434.29377   0.00062915804       2610.8433
1.000       442.33625   0.00049883635       2187.1871
1.000       450.37872   0.00054926230       2542.0474
1.000       458.42120   0.00047472214       2316.8815
1.000       466.46368   0.00045929627       2361.6562
1.000       474.50615   0.00042886658       2321.2291
1.000       482.54863   0.00049517446       2818.7188
1.000       490.59111   0.00041211229       2465.1585
1.000       498.63359   0.00040446583       2540.3682
1.000       506.67606   0.00033788012       2226.5070
1.000       514.71854   0.00035228571       2433.7430
0.750     0.062831853       1394.1920     0.017519934
0.750      0.12566371       2219.3239      0.22311077
0.750      0.18849556       863.51321      0.29298313
0.750      0.25132741       655.98370      0.52757339
0.750      0.31415927       453.89035      0.71296930
0.750      0.37699112       336.51441      0.91341319
0.750      0.43982297       261.74565       1.1281932
0.750      0.50265482       217.09271       1.3967706
0.750      0.56548668       177.07111       1.6221280
0.750      0.62831853       157.95594       1.9849329
0.750      0.69115038       141.88358       2.3731219
0.750      0.75398224       123.01770       2.6712910
0.750      0.81681409       112.77958       3.1136544
0.750      0.87964594       101.74210       3.5082832
0.750      0.94247780       93.690169       3.9735407
0.750       1.0053096       86.219873       4.4378967
0.750       1.0681415       78.945162       4.8739621
0.750       1.1309734       71.261931       5.2225784
0.750       1.1938052       70.325256       6.0615262
0.750       1.2566371       64.258654       6.4599845
0.750       1.3194689       62.583583       7.2832996
0.750       1.3823008       58.071003       7.7702901
0.750       1.4451326       54.915835       8.3963583
0.750       1.5079645       51.110665       8.8788173
0.750       1.5707963       48.362012       9.4958589
0.750       1.6336282       46.230814       10.210840
0.750       1.6964600       43.544299       10.770415
0.750       1.7592919       42.306032       11.670414
0.750       1.8221237       40.305565       12.352899
0.750       1.8849556       38.904484       13.199980
0.750       1.9477874       37.916930       14.194762
0.750       2.0106193       36.131315       14.877966
0.750       2.0734512       33.494131       15.125871
0.750       2.1362830       32.487823       16.046016
0.750       2.1991149       32.198440       17.347977
0.750       2.2619467       29.969825       17.571206
0.750       2.3247786       29.687020       18.896512
0.750       2.3876104       28.150302       19.410812
0.750       2.4504423       27.147696       20.236559
0.750       2.5132741       26.725870       21.494220
0.750       2.5761060       25.769198       22.318363
0.750       2.6389378       25.113455       23.381060
0.750       2.7017697       23.419034       23.398295
0.750       2.7646015       22.476064       24.059586
0.750       2.8274334       21.998643       25.190877
0.750       2.8902652       21.165440       25.888725
0.750       2.9530971       20.478004       26.717208
0.750       3.0159289       19.556021       27.177786
0.750       3.0787608       19.071596       28.195846
0.750       3.1415927       18.417003       28.929361
0.750       3.2044245       17.615933       29.364732
0.750       3.2672564       17.117275       30.245064
0.750       3.3300882       16.715325       31.271758
0.750       3.3929201       16.111666       31.880976
0.750       3.4557519       15.603693       32.623108
0.750       3.5185838       15.134659       33.400009
0.750       3.5814156       14.788386       34.415590
0.750       3.6442475       14.113217       34.603487
0.750       3.7070793       13.615350       35.139429
0.750       3.7699112       13.410806       36.401433
0.750       3.8327430       12.943702       36.919676
0.750       3.8955749       12.658544       37.911301
0.750       3.9584067       12.303576       38.660090
0.750       4.0212386       12.049045       39.691946
0.750       4.1469023       11.177145       40.380580
0.750       4.2725660       10.657431       42.110375
0.750       4.3982297       10.382466       44.751179
0.750       4.5238934       9.7790969       45.867609
0.750       4.6495571       9.2788371       47.249648
0.750       4.7752208       8.7569810       48.306442
0.750       4.9008845       8.2659320       49.293029
0.750       5.0265482       7.9785270       51.333697
0.750       5.1522120       7.5758816       52.490970
0.750       5.2778757       7.3099033       54.445169
0.750       5.4035394       7.0252455       56.152193
0.750       5.5292031       6.7702003       57.977488
0.750       5.6548668       6.3513438       58.183925
0.750       5.7805305       6.1126180       59.813691
0.750       5.9061942       5.8634362       61.199184
0.750       6.0318579       5.7179167       63.571344
0.750       6.1575216       5.3961317       63.822033
0.750       6.2831853       5.3483361       67.209174
0.750       6.4088490       5.0831649       67.786714
0.750       6.5345127       4.8619079       68.725294
0.750       6.6601764       4.7237928       70.699819
0.750       6.7858401       4.4920622       71.109380
0.750       6.9115038       4.3784167       73.232694
0.750       7.0371675       4.2142539       74.402004
0.750       7.1628313       4.1050042       76.425454
0.750       7.2884950       3.9355124       77.194279
0.750       7.4141587       3.8138922       78.745237
0.750       7.5398224       3.7172035       80.717916
0.750       7.6654861       3.5589833       81.211084
0.750       7.7911498       3.4328703       82.249321
0.750       7.9168135       3.3483263       84.168438
0.750       8.0424772       3.2163316       84.761882
0.750       8.2938046       3.0133832       87.093555
0.750       8.5451320       2.8715530       90.770228
0.750       8.7964594       2.7069437       93.341159
0.750       9.0477868       2.5080603       94.109899
0.750       9.2991143       2.3676942       96.454082
0.750       9.5504417       2.2644053       99.929746
0.750       9.8017691       2.1552607       102.82139
0.750       10.053096       2.0359954       104.79646
0.750       10.304424       1.8996272       105.29549
0.750       10.555751       1.8153184       108.16594
0.750       10.807079       1.7711500       113.25322
0.750       11.058406       1.6537773       113.29869
0.750       11.309734       1.6298260       119.44518
0.750       11.561061       1.5141975       118.53480
0.750       11.812388       1.4454060       120.69055
0.750       12.063716       1.3871716       123.37970
0.750       12.315043       1.3400148       126.79078
0.750       12.566371       1.2818101       128.86161
0.750       12.817698       1.2506658       133.42636
0.750       13.069025       1.1890151       134.45818
0.750       13.320353       1.1514634       137.86930
0.750       13.571680       1.0947392       138.63785
0.750       13.823008       1.0615074       142.03682
0.750       14.074335       1.0102390       142.68491
0.750       14.325663      0.98699658       147.00431
0.750       14.576990      0.93526216       146.75982
0.750       14.828317      0.91851678       151.71655
0.750       15.079645      0.89084747       154.75580
0.750       15.330972      0.85276289       155.67097
0.750       15.582300      0.82666600       158.45100
0.750       15.833627      0.78822025       158.51088
0.750       16.084954      0.77229966       162.82294
0.750       16.587609      0.73579182       170.12831
0.750       17.090264      0.67932517       171.78858
0.750       17.592919      0.63311193       174.64834
0.750       18.095574      0.59030466       177.19993
0.750       18.598229      0.57013745       185.80807
0.750       19.100883      0.54281523       191.63845
0.750       19.603538      0.50937215       194.40563
0.750       20.106193      0.47985565       197.59248
0.750       20.608848      0.46528905       206.32613
0.750       21.111503      0.43805570       208.81276
0.750       21.614157      0.41594887       212.77722
0.750       22.116812      0.39909774       218.73442
0.750       22.619467      0.37455101       219.59798
0.750       23.122122      0.36397066       227.93955
0.750       23.624777      0.34230858       228.66052
0.750       24.127432      0.33363048       237.39374
0.750       24.630086      0.31468675       238.20261
0.750       25.132741      0.29960308       240.95510
0.750       25.635396      0.28789548       245.71134
0.750       26.138051      0.28132526       254.50633
0.750       26.640706      0.27032627       258.93794
0.750       27.143361      0.25973613       263.14400
0.750       27.646015      0.24299706       260.11711
0.750       28.148670      0.23912757       270.19267
0.750       28.651325      0.22878589       272.60489
0.750       29.153980      0.22401258       281.21353
0.750       29.656635      0.21496446       284.05505
0.750       30.159289      0.20946836       291.10658
0.750       30.661944      0.19821393       289.46996
0.750       31.164599      0.19396631       297.42756
0.750       31.667254      0.18838458       303.07270
0.750       32.169909      0.18222944       307.35359
0.750       33.175218      0.17053774       315.45116
0.750       34.180528      0.15733295       318.29238
0.750       35.185838      0.15223461       335.95981
0.750       36.191147      0.14540123       349.17681
0.750       37.196457      0.13617147       355.02677
0.750       38.201767      0.12717410       359.18590
0.750       39.207076      0.11970759       365.49826
0.750       40.212386      0.11444760       377.01312
0.750       41.217696      0.11031935       391.35696
0.750       42.223005      0.10413686       397.12036
0.750       43.228315      0.10031802       410.53874
0.750       44.233625     0.094398055       413.89567
0.750       45.238934     0.091484346       429.09568
0.750       46.244244     0.086819107       434.96932
0.750       47.249554     0.083704617       447.31432
0.750       48.254863     0.080379874       457.55241
0.750       49.260173     0.077136039       467.10593
0.750       50.265482     0.073822670       474.97371
0.750       51.270792     0.070415079       480.77958
0.750       52.276102     0.067842090       490.99725
0.750       53.281411     0.065975352       505.56749
0.750       54.286721     0.062929873       510.04435
0.750       55.292031     0.060722538       520.00533
0.750       56.297340     0.059704570       539.68639
0.750       57.302650     0.057014008       543.47047
0.750       58.307960     0.054666054       548.99896
0.750       59.313269     0.052977302       560.03566
0.750       60.318579     0.051550993       573.13984
0.750       61.323889     0.048862480       570.86685
0.750       62.329198     0.048313651       592.67245
0.750       63.334508     0.046821745       602.61377
0.750       64.339818     0.045808016       618.08929
0.750       66.350437     0.043368385       641.76329
0.750       68.361056     0.040627853       657.53734
0.750       70.371675     0.038516875       680.00949
0.750       72.382295     0.035576620       683.48972
0.750       74.392914     0.034788408       725.60375
0.750       76.403533     0.032810281       741.34531
0.750       78.414153     0.030630314       748.17824
0.750       80.424772     0.029004148       764.36341
0.750       82.435391     0.027707495       786.33686
0.750       84.446011     0.027018254       824.26137
0.750       86.456630     0.025987383       850.80044
0.750       88.467249     0.024976514       876.09188
0.750       90.477868     0.023923503       897.68116
0.750       92.488488     0.022360484       896.21974
0.750       94.499107     0.021869053       934.93917
0.750       96.509726     0.020901375       951.82776
0.750       98.520346     0.020302386       983.54699
0.750       100.53096     0.018994297       977.67169
0.750       102.54158     0.018767450       1025.1221
0.750       104.55220     0.017869858       1034.6439
0.750       106.56282     0.017068339       1046.3541
0.750       108.57344     0.016778171       1087.8918
0.750       110.58406     0.016060892       1100.3162
0.750       112.59468     0.015699621       1135.3063
0.750       114.60530     0.015271661       1164.5835
0.750       116.61592     0.014480931       1163.4300
0.750       118.62654     0.014008191       1184.6714
0.750       120.63716     0.013552895       1205.4401
0.750       122.64778     0.013370224       1249.6488
0.750       124.65840     0.012923759       1268.3051
0.750       126.66902     0.012282477       1264.6414
0.750       128.67964     0.012112460       1307.4710
0.750       132.70087     0.011140764       1318.8839
0.750       136.72211     0.010538773       1364.5096
0.750       140.74335     0.010135121       1431.4720
0.750       144.76459    0.0096486409       1482.9395
0.750       148.78583    0.0093132684       1554.0217
0.750       152.80707    0.0085671182       1548.5860
0.750       156.82831    0.0084604991       1653.2540
0.750       160.84954    0.0079567811       1677.5179
0.750       164.87078    0.0075472461       1713.5227
0.750       168.89202    0.0072196684       1762.0365
0.750       172.91326    0.0067199538       1760.0355
0.750       176.93450    0.0062623847       1757.3067
0.750       180.95574    0.0063127597       1894.9885
0.750       184.97698    0.0058747401       1883.7009
0.750       188.99821    0.0057732744       1974.5383
0.750       193.01945    0.0055167755       2009.8276
0.750       197.04069    0.0051302090       1988.2596
0.750       201.06193    0.0050479011       2078.5986
0.750       205.08317    0.0046651473       2038.5702
0.750       209.10441    0.0045947163       2128.2298
0.750       213.12565    0.0044439071       2179.4272
0.750       217.14688    0.0041927449       2174.8510
0.750       221.16812    0.0040738567       2232.7680
0.750       225.18936    0.0039550756       2288.0666
0.750       229.21060    0.0038718898       2362.0949
0.750       233.23184    0.0036752910       2362.2480
0.750       237.25308    0.0035483443       2400.6651
0.750       241.27432    0.0033193097       2361.8446
0.750       245.29555    0.0032364335       2419.9477
0.750       249.31679    0.0030818021       2419.5221
0.750       253.33803    0.0030858078       2541.7937
0.750       257.35927    0.0028877573       2493.7356
0.750       265.40175    0.0026238961       2485.0105
0.750       273.44422    0.0025863292       2678.9236
0.750       281.48670    0.0024929330       2816.7903
0.750       289.52918    0.0023211767       2854.0099
0.750       297.57166    0.0021445310       2862.7094
0.750       305.61413    0.0020848754       3014.8845
0.750       313.65661    0.0019494803       3047.5613
0.750       321.69909    0.0017602847       2968.9484
0.750       329.74156    0.0016931134       3075.2286
0.750       337.78404    0.0015476092       3021.6834
0.750       345.82652    0.0015934145       3338.6731
0.750       353.86900    0.0012766052       2865.8564
0.750       361.91147    0.0012755594       3063.2187
0.750       369.95395    0.0012462117       3196.7236
0.750       377.99643    0.0011781918       3223.6607
0.750       386.03891    0.0011832614       3448.6108
0.750       394.08138    0.0011251382       3488.4612
0.750       402.12386   0.00096099597       3165.7116
0.750       410.16634   0.00095438091       3336.3534
0.750       418.20881   0.00081669993       3026.3024
0.750       426.25129   0.00091019764       3571.1089
0.750       434.29377   0.00084338285       3499.8209
0.750       442.33625   0.00076616605       3359.3151
0.750       450.37872   0.00070997544       3285.8458
0.750       458.42120   0.00074873780       3654.2150
0.750       466.46368   0.00068749775       3535.0457
0.750       474.50615   0.00061824802       3346.2512
0.750       482.54863   0.00062066747       3533.0721
0.750       490.59111   0.00047700203       2853.3136
0.750       498.63359   0.00055537711       3488.2115
0.750       506.67606   0.00055900239       3683.6222
0.750       514.71854   0.00053245582       3678.4366
0.500     0.062831853       1744.8415     0.021926325
0.500      0.12566371       2765.7029      0.27803878
0.500      0.18849556       1092.5250      0.37068500
0.500      0.25132741       845.45705      0.67995691
0.500      0.31415927       592.14960      0.93014642
0.500      0.37699112       440.15462       1.1947276
0.500      0.43982297       349.05921       1.5045378
0.500      0.50265482       297.74710       1.9156994
0.500      0.56548668       244.63879       2.2411076
0.500      0.62831853       220.22907       2.7674801
0.500      0.69115038       196.90614       3.2934204
0.500      0.75398224       174.77426       3.7951687
0.500      0.81681409       163.30230       4.5085016
0.500      0.87964594       150.15745       5.1777473
0.500      0.94247780       138.10608       5.8572861
0.500       1.0053096       127.54623       6.5650409
0.500       1.0681415       118.02072       7.2864313
0.500       1.1309734       104.52031       7.6599874
0.500       1.1938052       105.08629       9.0576752
0.500       1.2566371       94.401969       9.4903210
0.500       1.3194689       92.477735       10.762296
0.500       1.3823008       88.933031       11.899837
0.500       1.4451326       84.061154       12.852533
0.500       1.5079645       76.647193       13.314959
0.500       1.5707963       73.901096       14.510446
0.500       1.6336282       70.234722       15.512499
0.500       1.6964600       65.022240       16.082853
0.500       1.7592919       63.122067       17.412662
0.500       1.8221237       59.518536       18.241313
0.500       1.8849556       58.178668       19.739557
0.500       1.9477874       55.939830       20.941900
0.500       2.0106193       53.330291       21.960072
0.500       2.0734512       50.874661       22.974878
0.500       2.1362830       48.031378       23.723112
0.500       2.1991149       46.175688       24.878682
0.500       2.2619467       44.322386       25.986064
0.500       2.3247786       41.982234       26.722715
0.500       2.3876104       40.483241       27.914890
0.500       2.4504423       38.637815       28.801576
0.500       2.5132741       37.553993       30.202713
0.500       2.5761060       35.346159       30.612843
0.500       2.6389378       34.628152       32.239407
0.500       2.7017697       32.943067       32.913894
0.500       2.7646015       32.396515       34.678970
0.500       2.8274334       30.745763       35.207297
0.500       2.8902652       29.431268       35.999158
0.500       2.9530971       28.737092       37.492660
0.500       3.0159289       27.897999       38.770967
0.500       3.0787608       26.523776       39.213305
0.500       3.1415927       25.931146       40.732549
0.500       3.2044245       24.742209       41.243819
0.500       3.2672564       23.877543       42.190001
0.500       3.3300882       23.389315       43.757748
0.500       3.3929201       22.597463       44.714751
0.500       3.4557519       22.167746       46.346770
0.500       3.5185838       21.417625       47.265609
0.500       3.5814156       20.693813       48.158723
0.500       3.6442475       19.891301       48.770482
0.500       3.7070793       19.455974       50.213312
0.500       3.7699112       18.739027       50.864016
0.500       3.8327430       17.940611       51.172497
0.500       3.8955749       17.839653       53.428297
0.500       3.9584067       17.242217       54.178207
0.500       4.0212386       16.852323       55.514898
0.500       4.1469023       15.876317       57.357662
0.500       4.2725660       14.796339       58.464317
0.500       4.3982297       14.197028       61.192955
0.500       4.5238934       13.322708       62.488465
0.500       4.6495571       12.676404       64.550719
0.500       4.7752208       12.124885       66.884929
0.500       4.9008845       11.622267       69.308187
0.500       5.0265482       11.059281       71.155214
0.500       5.1522120       10.553118       73.119333
0.500       5.2778757       10.029493       74.701053
0.500       5.4035394       9.4140271       75.245522
0.500       5.5292031       9.1267437       78.158054
0.500       5.6548668       8.8603323       81.168478
0.500       5.7805305       8.4846424       83.024618
0.500       5.9061942       8.1740191       85.315723
0.500       6.0318579       7.8162490       86.900434
0.500       6.1575216       7.5030526       88.741360
0.500       6.2831853       7.1484800       89.830449
0.500       6.4088490       6.9904087       93.220827
0.500       6.5345127       6.6789433       94.409922
0.500       6.6601764       6.4310389       96.251742
0.500       6.7858401       6.1244810       96.950582
0.500       6.9115038       5.9636493       99.747040
0.500       7.0371675       5.7870871       102.17013
0.500       7.1628313       5.5258612       102.87845
